name,affiliation,departments,email,website,interests,title,year,venue,coauthor_1
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Cognitive reappraisal and expressive suppression: Links to racial-ethnic discrimination and adjustment among Latino/a and Asian-heritage college students,2016,"Journal of Adolescence 53, 21-33, 2016",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Cultural expression and Black students' attitudes toward high achievers,2005,"The Journal of Psychology 139 (3), 247-260, 2005",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Cooperative learning in schools,2001,,
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Effects of success for all on TAAS reading scores: A Texas statewide evaluation,2001,"Phi Delta Kappan 82 (10), 750-756, 2001",Eleanor Birrell
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Culture and the interaction of student ethnicity with reward structure in group learning,2009,"Cognition and Instruction 27 (2), 121-146, 2009",Eric Grosfils
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Ethnic–racial identity of Black emerging adults: The role of parenting and ethnic–racial socialization,2017,"Journal of Family Issues 38 (15), 2200-2224, 2017",Johanna Hardin
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Education as freedom: African American educational thought and activism,2009,"lexington Books, 2009",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Examining cultural socialization within African American and European American households.,2008,"Cultural Diversity & Ethnic Minority Psychology 14 (3), 201, 2008",Dwight Whitaker
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Impact of learning orientation on African American children’s attitudes toward high-achieving peers,2005,"The American Journal of Psychology 118 (4), 603-618, 2005",Colin J. Beck
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Association of acculturation with drinking games among Hispanic college students,2014,"The American journal of drug and alcohol abuse 40 (5), 359-366, 2014",Eleanor Brown
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Frequency of drinking games participation and alcohol-related problems in a multiethnic sample of college students: Do gender and ethnicity matter?,2015,"Addictive behaviors 41, 112-116, 2015",David Kauchak
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,From oppositional culture to cultural integrity: African American students’ perceptions of the activity structure and physical ecology of classrooms,2023,"Urban Education 58 (2), 250-280, 2023",Char Miller
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Religiousness and levels of hazardous alcohol use: A latent profile analysis,2015,"Journal of youth and adolescence 44 (10), 1968-1983, 2015",Karen Parfitt
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Asking the how questions: Quantifying group processes behaviors,2007,"The Journal of general psychology 134 (1), 5-21, 2007",Daniel J. O'Leary
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Teacher implemented communal learning in math: Boosting learning with African American elementary students,2023,"Urban Education 58 (8), 1572-1602, 2023",G. Gabrielle Starr
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Cooperative learning in the social studies: Balancing the social and the studies,1992,"Cooperative learning in the social studies classroom: An invitation to …, 1992",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Curiosity Corner: Enhancing Preschoolers' Language Abilities through Comprehensive Reform.,2001,,Jingyi Li
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,"Evaluating the invariance of the Multigroup Ethnic Identity Measure across foreign-born, second-generation and later-generation college students in the United States.",2016,"Cultural diversity & ethnic minority psychology 22 (3), 460, 2016",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Communalism versus race/ethnicity: Which predicts what pedagogical strategies will be culturally relevant? Or do you need both?,2023,"Urban Education 58 (1), 87-118, 2023",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Self-construal and communalism in Costa Rica: Subjective attitudes vs. implicit behavioral tendencies,2021,"Current Psychology 40 (4), 1711-1719, 2021",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,"Cooperative learning and achievement: Theory, research and future directions",2001,"International Encyclopedia of the Social and Behavioral Sciences. Oxford …, 2001",Heidi Nichols Haddad
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,"From triple quandary to talent quest: The past, present, and future of A. Wade Boykin's contributions to psychology.",2023,"American Psychologist 78 (4), 428, 2023",G. Gabrielle Starr
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,"Self-construal, culture and diversity in higher education.",2011,"Wiley Blackwell, 2011",Ellie Anderson
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Cooperative learning and achievement: Research and theory,2001,,Joseph C. Osborn
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,The interaction of culture with math achievement and group processes among African American and European American students,1999,"annual meeting of the American Educational Research Association, New Orleans, LA, 1999",David Tanenbaum
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Continuities across continents: Assessing African American cultural themes among Black and coloured South Africans,2021,"International Journal of Psychology 56 (1), 183-188, 2021",Samuel Yamashita
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,"Stereotype Threat, Assessment, and the Education of African American Children",2009,"Education as freedom: African American educational thought and activism, 95, 2009",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Culture and the education of African American children: Communal and individual learning of a mathematics estimation task,1997,"Howard University, 1997",Nicholas D. Ball
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Communalism among African-American students: A cultural analysis of group functioning and mathematics performance in three group learning structures,1999,"Howard University, 1999",Johanna Hardin
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Sociocultural factors and the global goals of education for all,2016,,Nicholas D. Ball
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,The Performance Gap,2009,"Education as Freedom: African American Educational Thought and Activism, 95, 2009",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Sociocultural Factors and Global Education Goals of Education for All.,2020,"Online Submission, 2020",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,CRESPAR Report# 51: Effects of Success for All on TAAS Reading: A Texas Statewide Evaluation,2001,,
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Effects of Success for All on TAAS Reading: A Texas Statewide Evaluation. Report No. 51.,2001,"For full text: http://www. csos. jhu. edu., 2001",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Impact of Success for All on TAAS Reading Scores in Texas,0,"< bound method Organization. get_name_with_acronym of< Organization …, 0",Anthony J. Clark
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Through Comprehensive Reform,0,,Erin Runions
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,This paper was accepted for publication in the Journal of Adolescence (18 August 2016),0,,Charles J Taylor
Lise Abrams,Pomona College,Cognitive Science,@pomona.edu,http://research.pomona.edu/lise-abrams/,tip-of-the-tongue (TOT) states;proper name retrieval;taboo words;cognitive aging,"Relations between emotion, memory, and attention: Evidence from taboo Stroop, lexical decision, and immediate memory tasks",2004,"Memory & cognition 32 (3), 474-488, 2004",Michael (Mik) Zlatin
Lise Abrams,Pomona College,Cognitive Science,@pomona.edu,http://research.pomona.edu/lise-abrams/,tip-of-the-tongue (TOT) states;proper name retrieval;taboo words;cognitive aging,Cognitive advantages and disadvantages in early and late bilinguals.,2014,"Journal of experimental psychology: Learning, Memory, and Cognition 40 (2), 313, 2014",
Lise Abrams,Pomona College,Cognitive Science,@pomona.edu,http://research.pomona.edu/lise-abrams/,tip-of-the-tongue (TOT) states;proper name retrieval;taboo words;cognitive aging,Does priming specific syllables during tip-of-the-tongue states facilitate word retrieval in older adults?,2002,"Psychology and Aging 17 (2), 226, 2002",
Lise Abrams,Pomona College,Cognitive Science,@pomona.edu,http://research.pomona.edu/lise-abrams/,tip-of-the-tongue (TOT) states;proper name retrieval;taboo words;cognitive aging,"Age-linked declines in retrieving orthographic knowledge: empirical, practical, and theoretical implications.",1998,"Psychology and Aging 13 (4), 647, 1998",
